,margin-left,margin-right,width,margin-top,display,height,padding-top,border,margin-bottom,min-height,align-items,justify-content,font-size,color,vertical-align,white-space,max-width,padding,border-radius,box-shadow,opacity,background-color,border-color,position,top,margin,padding-right,float,font-weight,padding-bottom,border-top,overflow,text-overflow,-moz-user-select,-webkit-user-select,-ms-user-select,user-select,font-family,box-sizing,left,-webkit-animation,-moz-animation,animation,animation-delay,-moz-animation-delay,-webkit-animation-delay,-moz-transform,-webkit-transform,transform,padding-left,line-height,border-bottom,border-left,letter-spacing,content,word-wrap,word-break,background,text-decoration,clear,border-spacing,border-collapse,overflow-y,overflow-x,text-align,cursor,min-width,flex,-khtml-user-select,text-transform,outline,flex-direction,border-top-color,border-left-color,animation-duration,background-image,transition,z-index,max-height,background-repeat,background-size,flex-wrap,right
0,"['auto', '16px', '10px', '64px', '16px', '-16px', '0', '96px', '16px', '92px', '8px', '0', '4px', '-3px', '12px', '400px', '16px']","['auto', '10px', '10%', '24px', '8px', '64px', '100px', '4px', '4px', '12px', '12px', '8px']","['auto', '300px', '100%', '100%', '100px', '100%', '100%', '100%', '52px', '52px', '200px', 'calc(100% - 128px)', '100%', '100%', '100px', '80px', '220px', '24px', '500px', 'auto', '100%', '50%', 'auto', '80px', '100%', '92px', '100%', '120px', '50px', '250px', '100%', '100%', '255px', '100%', '300px', '100%', '480px', '100%', '24px']","['50px', '25px', '10px', '100px', '0', '24px', '0', '0', '-4px', '8px', '8px', '16px', '8px', '6px', '8px', '1px', '6px', '25px', '25px', '16px', '-22px', '-5px']","['flex', 'flex', 'flex', 'block', 'block', 'inline-block', 'block', 'inline-block', 'inline-block', 'inline-block', 'inline-block', 'block', 'inline', 'table', 'block', 'inline-block', 'inline-block', 'inline-block', 'inline-block', 'flex', 'block', 'inline-block', 'inline-block', 'inline-block', 'flex', 'block', 'flex', 'flex', 'flex', 'flex', 'flex', 'flex', 'block', 'flex', 'block', 'block', 'flex', 'flex', 'inline-block', 'flex', 'inline-block', 'flex', 'block', 'flex', 'inline-block']","['90%', '10%', '90%', '100%', '100%', '500px', '54px', '54px', '60px', '40px', '1.3em', '100%', '500px', '80px', '32px', '24px', '500px', '500px', 'auto', '22px', '100%', '100%', '24px', '100%', '700px', '558px', '56px', '40px', '558px', '20px', '30px', '500px', '100%', '24px']","['16px', '8px', '21px', '0px', '5px', '8px', '1px', '6px']","['2px solid #0092E1', '1px solid #ccc', '0', 'solid 1px #c8ccd0', '0', '0', '1px solid #c8ccd0', 'none', 'solid 1px #ccc', 'solid 1px #ccc']","['0', '24px', '10px', '24px', '0', '16px', '16px', '0', '0', '8px', '16px', '8px', '50px', '24px', '16px', '25px']","['35vw', '80px', '800px', '500px', '500px']","['center', 'center', 'center', 'center', 'center', 'baseline', 'center']","['center', 'center', 'center']","['24px', '16px', '75%', '14px', '14px', '14px', '16px', '18px', '16px', '16px', '14px', '14px', '14px', '13px', '16px', '1.6em', '1.4em', '1.2em', '90%', '85%', '100%', '14px', '16px', '14px', '12px', '18px', '21px', '24px', '16px', '12px', '13px', '16px', '14px', '14px', '11px']","['#888888', '#017fcb', '#015693', 'white', '#ffffff', '#ffffff', '#333', '#333', '#333', '#333', '#333', '#888', '#888888', '#777', '#4078c0', '#FFFFFF', '#888', '#888888', '#888888', '#db1905', '#888', 'black', 'rgb(136, 136, 136)', 'white', '#ffffff', '#666', 'rgba(0, 0, 0, 0.52)', 'green', '#888', '#333', '#ffffff', '#ffffff', 'black', 'green', 'red']","['middle', 'bottom', '4px', 'top', 'bottom', '4px']","['nowrap', 'nowrap', 'nowrap', 'pre']","['500px', '240px', '400px', 'calc(100% - 200px)', '75%', '140px', '160px', '120px']","['5px 10px', '16px', '10px', '10px', '0 1em', '0.2em 0 0.2em 0', '16px', '0', '0', '6px 13px', '8px', '8px', '8px', '0', '8px', '0', '0', '8px 8px', '8px 16px', '0', '5px', '0 64px 0 32px', '0 64px 0 32px', '20px 0 0']","['4px', '2px', '3px', '3px', '5px', '4px', '2px']","['inset 0 1px 1px rgba(0,0,0,.075)', 'none']","['0.6', '0.4', '1', '1', '1', '1', '1', '1', '0', '0', '1', '0']","['#f5f5f5', '#0193e1', '#017fcb', '#0193e1', '#082142', '#fafafa', 'rgba(0, 0, 0, 0.04)', '#f7f7f7', 'transparent', '#082142d6', '#fafafa', '#f5f5f5', '#fafafa', '#bbbbbb', '#acacac', '#e1e1e1', '#f7f7f7', '#def1ff', 'rgba(255, 242, 172, 0.5)', '#f5f5f5', 'rgba(0, 0, 0, 0.75)', '#f3fafd', '#e8f6fd', 'rgb(1, 147, 225)', '#fafafa', '#fafafa', 'rgb(1, 147, 225)', 'rgb(1, 147, 225)', 'transparent']","['#cccccc', '#c0c0c0', '#0193e1', '#017fcb', '#0193e1', 'transparent']","['relative', 'absolute', 'relative', 'absolute', 'relative']","['40%', '50%', '-2px', '-1px', '12px']","['0 64px 0 64px', '0', '0 auto', '-40px 0 0 -40px', '0', '0', '0', '12% auto 60px', '0 auto']","['24px', '0', '8px', '8px', '10px', '16px']","['right', 'right', 'left', 'left']","['bold', 'normal', 'normal', 'normal', 'normal', 'normal', '500', '600', 'bold', 'bold', 'normal', '500', 'inherit', 'bold']","['8px', '0.3em', '6px', '12px']","['0px', '1px solid #ddd', '1px solid #e2e2e2', 'none', 'none', '1px solid #ccc']","['hidden', 'auto', 'visible', 'hidden', 'visible', 'visible', 'hidden', 'hidden', 'hidden']","['ellipsis', 'ellipsis', 'ellipsis', 'ellipsis']",['none'],['none'],['none'],['none'],"['inherit', 'Menlo, Consolas, monospace']","['border-box', 'border-box', 'border-box']",['50%'],"['spin 3s linear 1s infinite', 'spin 3s linear infinite']","['spin 3s linear 1s infinite', 'spin 3s linear infinite']","['spin 3s linear 1s infinite', 'spin 3s linear infinite']",['0s'],['0s'],['0s'],['rotate(360deg)'],"['rotate(360deg)', 'rotate(360deg)']",['rotate(360deg)'],"['36px', '2em', '64px', '12px', '4px', '16px', '5px']","['1.25', '1.45', 'inherit', '32px', '24px', '30px', '24px']","['1px solid #eee', 'none', '1px solid #e2e2e2', 'none']","['0.25em solid #ddd', '1px solid #e2e2e2', '2px solid #3895d3', '2px solid red']",['-0.2em'],"['""\\00a0""', 'none', '""""']",['normal'],['normal'],"['transparent', 'rgba(67, 199, 234, 0.1)']","['none', 'underline', 'underline']",['both'],['0'],['collapse'],['scroll'],"['hidden', 'scroll', 'auto']","['center', 'center', 'left', 'center', 'center']","['pointer', 'pointer', 'pointer', 'pointer', 'pointer', 'pointer', 'pointer']","['800px', '210px', '280px', '200px', '400px', '450px', '0px', '120px']","['1', '1 1 auto', '1', '3', '1', '1', '0 0 312px', '1 1']",['none'],['inherit'],['0'],['column'],"['rgba(0, 0, 0, 0.75)']","['rgba(0, 0, 0, 0.75)']","['0s', '2s']","['none', 'none', 'none']","['all 0s', 'opacity 200ms ease-in-out']",['0'],['10%'],['no-repeat'],['contain'],['wrap'],['16px']
